user_id,item_id,category_id,behavior_type,behavior_time,price,date,hour
3127,1891,64,pv,2026-01-01 10:52:00,45.36,2026-01-01,10
883,983,3,cart,2026-01-01 10:52:11,5.72,2026-01-01,10
2713,1891,64,pv,2026-01-01 10:55:30,90.92,2026-01-01,10
4982,1891,64,fav,2026-01-01 10:57:48,61.31,2026-01-01,10
221,1891,64,pv,2026-01-01 11:00:40,55.22,2026-01-01,11
3472,1891,64,fav,2026-01-01 11:01:25,29.24,2026-01-01,11
1254,333,26,pv,2026-01-01 11:03:07,16.36,2026-01-01,11
4185,1721,11,cart,2026-01-01 11:04:47,20.4,2026-01-01,11
266,1891,64,fav,2026-01-01 11:08:06,70.54,2026-01-01,11
2025,1882,23,pv,2026-01-01 11:08:06,43.49,2026-01-01,11
2765,2167,30,pv,2026-01-01 11:09:49,30.61,2026-01-01,11
2540,1891,64,pv,2026-01-01 11:15:10,47.22,2026-01-01,11
3426,1891,64,cart,2026-01-01 11:15:12,61.7,2026-01-01,11
1293,1891,64,pv,2026-01-01 11:19:06,31.57,2026-01-01,11
1699,2167,30,pv,2026-01-01 11:20:21,42.44,2026-01-01,11
4766,983,3,pv,2026-01-01 11:20:40,6.83,2026-01-01,11
4453,1882,23,pv,2026-01-01 11:21:04,51.55,2026-01-01,11
4742,1891,64,pv,2026-01-01 11:23:40,41.29,2026-01-01,11
4908,1891,64,pv,2026-01-01 11:26:19,59.98,2026-01-01,11
3623,1891,64,pv,2026-01-01 11:26:57,44.59,2026-01-01,11
2563,1891,64,pv,2026-01-01 11:29:31,49.77,2026-01-01,11
1293,1891,64,cart,2026-01-01 11:30:06,31.57,2026-01-01,11
1339,1891,64,pv,2026-01-01 11:35:06,43.79,2026-01-01,11
3561,2167,30,pv,2026-01-01 11:36:21,19.82,2026-01-01,11
940,1891,64,pv,2026-01-01 11:37:35,52.87,2026-01-01,11
1939,983,3,fav,2026-01-01 11:38:44,9.38,2026-01-01,11
3994,1891,64,pv,2026-01-01 11:39:19,46.87,2026-01-01,11
1437,1891,64,fav,2026-01-01 11:39:52,44.06,2026-01-01,11
2965,2167,30,pv,2026-01-01 11:39:55,19.07,2026-01-01,11
2838,1891,64,pv,2026-01-01 11:42:17,79.08,2026-01-01,11
189,1891,64,pv,2026-01-01 11:43:59,54.37,2026-01-01,11
2556,983,3,pv,2026-01-01 11:44:50,9.27,2026-01-01,11
2956,1891,64,pv,2026-01-01 11:54:00,59.22,2026-01-01,11
3467,859,33,pv,2026-01-01 11:58:02,22.47,2026-01-01,11
4003,310,66,pv,2026-01-01 12:00:11,8.73,2026-01-01,12
3563,1891,64,pv,2026-01-01 12:02:15,34.28,2026-01-01,12
3350,1891,64,cart,2026-01-01 12:04:27,53.39,2026-01-01,12
3176,983,3,pv,2026-01-01 12:11:11,11.12,2026-01-01,12
2659,1891,64,pv,2026-01-01 12:11:29,60.99,2026-01-01,12
1369,1891,64,pv,2026-01-01 12:16:44,31.03,2026-01-01,12
4453,1882,23,fav,2026-01-01 12:17:04,51.55,2026-01-01,12
847,2167,30,pv,2026-01-01 12:18:03,16.94,2026-01-01,12
3606,1891,64,pv,2026-01-01 12:19:12,61.98,2026-01-01,12
3554,1882,23,pv,2026-01-01 12:22:06,43.39,2026-01-01,12
2574,1891,64,pv,2026-01-01 12:23:03,29.24,2026-01-01,12
2846,1891,64,pv,2026-01-01 12:23:18,48.04,2026-01-01,12
1164,1891,64,pv,2026-01-01 12:23:27,66.28,2026-01-01,12
3259,1891,64,pv,2026-01-01 12:25:01,35.64,2026-01-01,12
2163,537,59,pv,2026-01-01 12:25:26,10.24,2026-01-01,12
2713,1891,64,cart,2026-01-01 12:25:30,90.92,2026-01-01,12
1853,1882,23,cart,2026-01-01 12:28:20,33.88,2026-01-01,12
2977,1891,64,pv,2026-01-01 12:31:25,34.65,2026-01-01,12
1210,983,3,pv,2026-01-01 12:31:48,14.22,2026-01-01,12
1389,1891,64,pv,2026-01-01 12:31:57,40.67,2026-01-01,12
345,1891,64,pv,2026-01-01 12:33:04,63.7,2026-01-01,12
175,2167,30,pv,2026-01-01 12:33:36,15.91,2026-01-01,12
2659,1891,64,cart,2026-01-01 12:34:29,60.99,2026-01-01,12
2647,983,3,pv,2026-01-01 12:40:06,9.84,2026-01-01,12
19,1891,64,pv,2026-01-01 12:41:37,65.88,2026-01-01,12
1699,2167,30,fav,2026-01-01 12:42:21,42.44,2026-01-01,12
905,1891,64,pv,2026-01-01 12:44:37,77.71,2026-01-01,12
902,1891,64,pv,2026-01-01 12:49:53,44.95,2026-01-01,12
1939,983,3,buy,2026-01-01 12:52:44,9.38,2026-01-01,12
459,1891,64,pv,2026-01-01 12:52:48,51.09,2026-01-01,12
285,1891,64,fav,2026-01-01 12:54:42,38.53,2026-01-01,12
869,1891,64,cart,2026-01-01 12:57:55,29.4,2026-01-01,12
1665,1891,64,pv,2026-01-01 12:59:17,24.93,2026-01-01,12
2222,2315,55,pv,2026-01-01 13:04:56,43.85,2026-01-01,13
1561,150,70,pv,2026-01-01 13:08:39,31.68,2026-01-01,13
103,983,3,pv,2026-01-01 13:10:21,8.57,2026-01-01,13
1369,1891,64,cart,2026-01-01 13:11:44,31.03,2026-01-01,13
1216,1882,23,pv,2026-01-01 13:14:21,50.86,2026-01-01,13
3416,2167,30,pv,2026-01-01 13:14:47,12.02,2026-01-01,13
4081,1891,64,pv,2026-01-01 13:19:02,42.53,2026-01-01,13
2000,310,66,pv,2026-01-01 13:19:11,14.61,2026-01-01,13
4235,983,3,pv,2026-01-01 13:22:05,7.82,2026-01-01,13
1011,1891,64,pv,2026-01-01 13:25:06,42.67,2026-01-01,13
1001,1891,64,pv,2026-01-01 13:25:37,48.56,2026-01-01,13
496,1891,64,pv,2026-01-01 13:25:54,35.6,2026-01-01,13
1448,1891,64,pv,2026-01-01 13:31:33,41.03,2026-01-01,13
1449,983,3,pv,2026-01-01 13:33:00,7.48,2026-01-01,13
1543,1891,64,pv,2026-01-01 13:33:49,39.57,2026-01-01,13
4953,1891,64,pv,2026-01-01 13:42:37,63.88,2026-01-01,13
3488,1891,64,pv,2026-01-01 13:45:34,43.48,2026-01-01,13
4167,1891,64,pv,2026-01-01 13:46:12,35.14,2026-01-01,13
287,412,36,pv,2026-01-01 13:48:53,21.77,2026-01-01,13
2531,1891,64,pv,2026-01-01 13:49:55,40.96,2026-01-01,13
3072,1891,64,pv,2026-01-01 13:52:54,38.16,2026-01-01,13
3176,983,3,fav,2026-01-01 13:53:11,11.12,2026-01-01,13
4508,1882,23,pv,2026-01-01 13:56:16,24.45,2026-01-01,13
2439,1882,23,pv,2026-01-01 13:57:06,43.86,2026-01-01,13
3139,983,3,pv,2026-01-01 13:57:06,7.81,2026-01-01,13
3416,2167,30,cart,2026-01-01 13:58:47,12.02,2026-01-01,13
2245,1891,64,pv,2026-01-01 13:59:16,56.45,2026-01-01,13
2854,2730,24,pv,2026-01-01 14:00:08,12.3,2026-01-01,14
2675,537,59,pv,2026-01-01 14:10:13,9.66,2026-01-01,14
2166,1882,23,pv,2026-01-01 14:14:14,28.28,2026-01-01,14
2263,1891,64,pv,2026-01-01 14:15:42,30.55,2026-01-01,14
2627,2167,30,pv,2026-01-01 14:22:38,17.43,2026-01-01,14
1973,1891,64,pv,2026-01-01 14:24:39,25.33,2026-01-01,14
2965,2167,30,cart,2026-01-01 14:24:55,19.07,2026-01-01,14
1665,1891,64,cart,2026-01-01 14:25:17,24.93,2026-01-01,14
3597,1891,64,pv,2026-01-01 14:33:40,73.91,2026-01-01,14
254,1891,64,pv,2026-01-01 14:34:28,32.25,2026-01-01,14
4167,1891,64,cart,2026-01-01 14:37:12,35.14,2026-01-01,14
2245,1891,64,fav,2026-01-01 14:37:16,56.45,2026-01-01,14
4953,1891,64,fav,2026-01-01 14:37:37,63.88,2026-01-01,14
3381,1891,64,pv,2026-01-01 14:38:33,45.56,2026-01-01,14
1164,1891,64,fav,2026-01-01 14:42:27,66.28,2026-01-01,14
4662,1891,64,pv,2026-01-01 14:44:39,47.47,2026-01-01,14
1973,1891,64,fav,2026-01-01 14:45:39,25.33,2026-01-01,14
3611,1891,64,pv,2026-01-01 14:46:17,28.5,2026-01-01,14
3233,1891,64,pv,2026-01-01 14:50:29,50.13,2026-01-01,14
4300,1891,64,pv,2026-01-01 14:50:34,43.07,2026-01-01,14
3597,1891,64,cart,2026-01-01 14:54:40,73.91,2026-01-01,14
2140,1891,64,pv,2026-01-01 14:58:56,86.79,2026-01-01,14
4937,1891,64,pv,2026-01-01 15:01:37,33.99,2026-01-01,15
446,1891,64,pv,2026-01-01 15:02:18,41.74,2026-01-01,15
3339,983,3,pv,2026-01-01 15:05:18,12.45,2026-01-01,15
969,983,3,pv,2026-01-01 15:06:34,15.84,2026-01-01,15
796,983,3,pv,2026-01-01 15:09:24,10.12,2026-01-01,15
1813,1891,64,pv,2026-01-01 15:09:53,46.31,2026-01-01,15
2663,1891,64,pv,2026-01-01 15:10:22,126.64,2026-01-01,15
2140,1891,64,fav,2026-01-01 15:13:56,86.79,2026-01-01,15
1163,1891,64,pv,2026-01-01 15:20:42,35.65,2026-01-01,15
1382,1891,64,pv,2026-01-01 15:20:54,34.57,2026-01-01,15
4208,1891,64,pv,2026-01-01 15:21:08,62.57,2026-01-01,15
1308,1891,64,pv,2026-01-01 15:21:11,38.4,2026-01-01,15
285,2167,30,pv,2026-01-01 15:31:00,33.88,2026-01-01,15
383,1408,16,pv,2026-01-01 15:31:29,70.13,2026-01-01,15
1002,1891,64,pv,2026-01-01 15:32:04,45.53,2026-01-01,15
4926,1891,64,pv,2026-01-01 15:32:07,45.43,2026-01-01,15
2627,2167,30,fav,2026-01-01 15:32:38,17.43,2026-01-01,15
19,1891,64,fav,2026-01-01 15:40:37,65.88,2026-01-01,15
2869,983,3,pv,2026-01-01 15:40:42,14.07,2026-01-01,15
1813,1891,64,cart,2026-01-01 15:42:53,46.31,2026-01-01,15
459,1891,64,cart,2026-01-01 15:43:48,51.09,2026-01-01,15
4999,1891,64,pv,2026-01-01 15:43:56,49.92,2026-01-01,15
2527,1891,64,pv,2026-01-01 15:44:16,65.25,2026-01-01,15
1448,1891,64,fav,2026-01-01 15:46:33,41.03,2026-01-01,15
1103,1891,64,pv,2026-01-01 15:48:33,33.19,2026-01-01,15
3352,983,3,pv,2026-01-01 15:48:47,7.22,2026-01-01,15
4394,1891,64,pv,2026-01-01 15:52:20,25.92,2026-01-01,15
4547,1891,64,pv,2026-01-01 15:52:29,28.18,2026-01-01,15
969,983,3,fav,2026-01-01 15:56:34,15.84,2026-01-01,15
2000,310,66,fav,2026-01-01 16:04:11,14.61,2026-01-01,16
4097,616,77,pv,2026-01-01 16:05:20,30.45,2026-01-01,16
3810,1891,64,pv,2026-01-01 16:07:04,61.85,2026-01-01,16
1449,983,3,cart,2026-01-01 16:08:00,7.48,2026-01-01,16
4394,1891,64,cart,2026-01-01 16:11:20,25.92,2026-01-01,16
3810,1891,64,fav,2026-01-01 16:12:04,61.85,2026-01-01,16
2887,1891,64,pv,2026-01-01 16:13:02,57.43,2026-01-01,16
1103,1891,64,cart,2026-01-01 16:17:33,33.19,2026-01-01,16
4071,1251,16,pv,2026-01-01 16:21:14,45.41,2026-01-01,16
492,1891,64,pv,2026-01-01 16:22:05,42.04,2026-01-01,16
1333,1891,64,pv,2026-01-01 16:31:42,75.04,2026-01-01,16
1096,1891,64,pv,2026-01-01 16:33:12,56.35,2026-01-01,16
4674,1891,64,pv,2026-01-01 16:36:55,47.41,2026-01-01,16
1960,1891,64,pv,2026-01-01 16:40:02,56.07,2026-01-01,16
2030,1891,64,pv,2026-01-01 16:42:24,63.35,2026-01-01,16
4401,1891,64,pv,2026-01-01 16:42:38,36.44,2026-01-01,16
1577,1891,64,pv,2026-01-01 16:45:04,53.31,2026-01-01,16
1454,1891,64,pv,2026-01-01 16:45:37,62.43,2026-01-01,16
3365,1891,64,pv,2026-01-01 16:46:15,53.04,2026-01-01,16
4952,1289,75,pv,2026-01-01 16:49:54,38.39,2026-01-01,16
1308,1891,64,fav,2026-01-01 16:54:11,38.4,2026-01-01,16
115,2632,56,pv,2026-01-01 16:54:35,37.74,2026-01-01,16
2118,310,66,pv,2026-01-01 16:59:36,10.89,2026-01-01,16
1889,1891,64,pv,2026-01-01 17:03:02,57.35,2026-01-01,17
2024,1891,64,pv,2026-01-01 17:08:21,53.96,2026-01-01,17
4662,1891,64,cart,2026-01-01 17:11:39,47.47,2026-01-01,17
1253,983,3,pv,2026-01-01 17:12:00,12.41,2026-01-01,17
3199,1534,64,pv,2026-01-01 17:12:38,52.66,2026-01-01,17
2140,983,3,pv,2026-01-01 17:13:30,9.35,2026-01-01,17
4441,1891,64,pv,2026-01-01 17:16:12,39.08,2026-01-01,17
979,1891,64,pv,2026-01-01 17:17:12,47.24,2026-01-01,17
3603,1891,64,pv,2026-01-01 17:19:13,57.25,2026-01-01,17
2887,1891,64,cart,2026-01-01 17:21:02,57.43,2026-01-01,17
120,1891,64,pv,2026-01-01 17:23:22,40.3,2026-01-01,17
505,1891,64,pv,2026-01-01 17:30:36,65.36,2026-01-01,17
2188,1891,64,pv,2026-01-01 17:34:52,31.37,2026-01-01,17
4674,1891,64,fav,2026-01-01 17:34:55,47.41,2026-01-01,17
1977,1891,64,pv,2026-01-01 17:34:55,39.22,2026-01-01,17
2024,1891,64,cart,2026-01-01 17:35:21,53.96,2026-01-01,17
884,1891,64,pv,2026-01-01 17:35:54,62.12,2026-01-01,17
4394,1891,64,pv,2026-01-01 17:38:03,34.08,2026-01-01,17
1926,1891,64,pv,2026-01-01 17:38:33,49.65,2026-01-01,17
115,2632,56,cart,2026-01-01 17:39:35,37.74,2026-01-01,17
3810,1891,64,cart,2026-01-01 17:41:04,61.85,2026-01-01,17
2030,1891,64,cart,2026-01-01 17:43:24,63.35,2026-01-01,17
1926,1891,64,cart,2026-01-01 17:44:33,49.65,2026-01-01,17
2617,1891,64,buy,2026-01-01 17:45:25,57.42,2026-01-01,17
2427,2167,30,pv,2026-01-01 17:45:31,14.86,2026-01-01,17
505,1891,64,fav,2026-01-01 17:47:36,65.36,2026-01-01,17
3557,2167,30,pv,2026-01-01 17:50:01,39.02,2026-01-01,17
3349,1891,64,pv,2026-01-01 17:50:13,36.35,2026-01-01,17
1889,1891,64,cart,2026-01-01 17:52:02,57.35,2026-01-01,17
3603,1891,64,fav,2026-01-01 17:52:13,57.25,2026-01-01,17
4005,1891,64,pv,2026-01-01 17:55:07,44.97,2026-01-01,17
2663,1891,64,buy,2026-01-01 17:57:22,126.64,2026-01-01,17
686,1891,64,pv,2026-01-01 17:59:40,68.51,2026-01-01,17
603,1891,64,pv,2026-01-01 18:03:12,70.43,2026-01-01,18
3833,1891,64,pv,2026-01-01 18:03:15,55.01,2026-01-01,18
3786,1891,64,pv,2026-01-01 18:04:20,77.85,2026-01-01,18
2047,1891,64,pv,2026-01-01 18:04:33,29.81,2026-01-01,18
700,2167,30,pv,2026-01-01 18:04:33,31.67,2026-01-01,18
1771,1891,64,pv,2026-01-01 18:04:36,67.24,2026-01-01,18
1358,1891,64,pv,2026-01-01 18:05:35,59.2,2026-01-01,18
4389,983,3,pv,2026-01-01 18:08:06,6.97,2026-01-01,18
1606,983,3,pv,2026-01-01 18:11:34,10.01,2026-01-01,18
2807,1891,64,pv,2026-01-01 18:13:02,40.55,2026-01-01,18
3336,1891,64,pv,2026-01-01 18:13:13,25.0,2026-01-01,18
4021,1891,64,pv,2026-01-01 18:14:19,74.77,2026-01-01,18
721,1891,64,pv,2026-01-01 18:19:01,33.8,2026-01-01,18
1525,1891,64,pv,2026-01-01 18:19:43,57.2,2026-01-01,18
1449,983,3,buy,2026-01-01 18:20:00,7.48,2026-01-01,18
555,1891,64,pv,2026-01-01 18:21:56,46.07,2026-01-01,18
3603,1891,64,cart,2026-01-01 18:22:13,57.25,2026-01-01,18
3786,1891,64,cart,2026-01-01 18:25:20,77.85,2026-01-01,18
2140,983,3,fav,2026-01-01 18:32:30,9.35,2026-01-01,18
3356,1891,64,pv,2026-01-01 18:33:06,45.18,2026-01-01,18
4260,688,57,pv,2026-01-01 18:33:09,22.25,2026-01-01,18
4021,1891,64,cart,2026-01-01 18:33:19,74.77,2026-01-01,18
589,983,3,pv,2026-01-01 18:33:59,7.26,2026-01-01,18
1777,803,9,pv,2026-01-01 18:41:07,45.22,2026-01-01,18
536,1891,64,pv,2026-01-01 18:41:30,48.59,2026-01-01,18
2002,1891,64,pv,2026-01-01 18:43:41,34.59,2026-01-01,18
4643,1891,64,pv,2026-01-01 18:45:41,53.57,2026-01-01,18
2337,688,57,pv,2026-01-01 18:48:14,23.51,2026-01-01,18
4450,983,3,pv,2026-01-01 18:51:30,6.67,2026-01-01,18
3513,1891,64,pv,2026-01-01 18:51:51,39.67,2026-01-01,18
4038,983,3,pv,2026-01-01 18:53:11,10.5,2026-01-01,18
2372,1891,64,pv,2026-01-01 18:56:07,40.74,2026-01-01,18
785,1891,64,pv,2026-01-01 19:00:34,40.1,2026-01-01,19
3575,1891,64,pv,2026-01-01 19:03:49,50.47,2026-01-01,19
1446,1891,64,pv,2026-01-01 19:04:20,43.04,2026-01-01,19
2714,1891,64,pv,2026-01-01 19:07:07,47.37,2026-01-01,19
3365,1891,64,cart,2026-01-01 19:08:15,53.04,2026-01-01,19
1801,1891,64,pv,2026-01-01 19:08:15,37.11,2026-01-01,19
983,983,3,pv,2026-01-01 19:09:15,14.23,2026-01-01,19
353,1935,8,pv,2026-01-01 19:09:54,21.49,2026-01-01,19
1257,688,57,pv,2026-01-01 19:09:56,26.24,2026-01-01,19
1257,688,57,fav,2026-01-01 19:12:56,26.24,2026-01-01,19
3663,1891,64,pv,2026-01-01 19:14:37,45.88,2026-01-01,19
1454,1891,64,fav,2026-01-01 19:14:37,62.43,2026-01-01,19
476,1891,64,pv,2026-01-01 19:15:34,40.0,2026-01-01,19
353,1935,8,cart,2026-01-01 19:15:54,21.49,2026-01-01,19
1676,1891,64,pv,2026-01-01 19:20:55,36.54,2026-01-01,19
4738,1891,64,pv,2026-01-01 19:22:07,78.53,2026-01-01,19
663,983,3,pv,2026-01-01 19:22:15,6.03,2026-01-01,19
4837,1891,64,pv,2026-01-01 19:24:01,36.71,2026-01-01,19
1102,1891,64,pv,2026-01-01 19:24:19,43.2,2026-01-01,19
4929,2167,30,pv,2026-01-01 19:24:21,28.3,2026-01-01,19
476,1891,64,fav,2026-01-01 19:24:34,40.0,2026-01-01,19
743,1891,64,pv,2026-01-01 19:24:57,39.66,2026-01-01,19
1446,1891,64,cart,2026-01-01 19:25:20,43.04,2026-01-01,19
4181,1891,64,pv,2026-01-01 19:25:51,46.79,2026-01-01,19
2322,1891,64,pv,2026-01-01 19:29:53,65.89,2026-01-01,19
2909,1891,64,pv,2026-01-01 19:30:43,25.86,2026-01-01,19
1413,1891,64,pv,2026-01-01 19:31:23,41.93,2026-01-01,19
4905,1534,64,pv,2026-01-01 19:33:46,40.51,2026-01-01,19
3712,1891,64,pv,2026-01-01 19:35:21,37.78,2026-01-01,19
4341,1891,64,pv,2026-01-01 19:35:28,36.65,2026-01-01,19
4643,1891,64,fav,2026-01-01 19:35:41,53.57,2026-01-01,19
1525,1891,64,cart,2026-01-01 19:36:43,57.2,2026-01-01,19
2047,1891,64,cart,2026-01-01 19:37:33,29.81,2026-01-01,19
4453,1882,23,buy,2026-01-01 19:38:04,51.55,2026-01-01,19
2364,160,15,pv,2026-01-01 19:39:07,31.59,2026-01-01,19
3439,1891,64,pv,2026-01-01 19:39:22,60.84,2026-01-01,19
551,1891,64,pv,2026-01-01 19:40:29,48.93,2026-01-01,19
3261,983,3,pv,2026-01-01 19:41:24,7.19,2026-01-01,19
536,1891,64,fav,2026-01-01 19:42:30,48.59,2026-01-01,19
1801,1891,64,fav,2026-01-01 19:43:15,37.11,2026-01-01,19
2065,1891,64,pv,2026-01-01 19:44:40,46.6,2026-01-01,19
450,1891,64,pv,2026-01-01 19:45:24,90.91,2026-01-01,19
691,1891,64,pv,2026-01-01 19:45:26,64.14,2026-01-01,19
115,2632,56,fav,2026-01-01 19:47:35,37.74,2026-01-01,19
1676,1891,64,cart,2026-01-01 19:47:55,36.54,2026-01-01,19
1962,1891,64,pv,2026-01-01 19:48:02,55.08,2026-01-01,19
3132,1891,64,buy,2026-01-01 19:50:33,45.01,2026-01-01,19
2865,489,8,pv,2026-01-01 19:50:46,39.99,2026-01-01,19
525,983,3,pv,2026-01-01 19:53:04,11.57,2026-01-01,19
959,1891,64,pv,2026-01-01 19:53:54,33.41,2026-01-01,19
2096,1891,64,pv,2026-01-01 19:56:50,46.5,2026-01-01,19
876,1891,64,pv,2026-01-01 19:56:51,32.93,2026-01-01,19
1823,1891,64,pv,2026-01-01 19:56:57,51.95,2026-01-01,19
1525,1891,64,pv,2026-01-01 19:59:37,57.67,2026-01-01,19
2995,1891,64,pv,2026-01-01 20:00:31,52.17,2026-01-01,20
97,983,3,pv,2026-01-01 20:01:02,9.53,2026-01-01,20
13,983,3,pv,2026-01-01 20:01:33,5.26,2026-01-01,20
4394,1891,64,cart,2026-01-01 20:06:03,34.08,2026-01-01,20
