user_id,item_id,category_id,behavior_type,behavior_time,price
1225,1891,64,fav,2026-01-01 08:45:21,47.32
1259,1891,64,pv,2026-01-01 08:46:34,63.07
2042,1891,64,pv,2026-01-01 08:54:31,35.91
63,1720,65,pv,2026-01-01 08:57:10,32.7
4914,983,3,pv,2026-01-01 08:58:16,6.66
4038,333,26,pv,2026-01-01 09:12:04,18.38
2566,1891,64,pv,2026-01-01 09:19:08,79.21
266,1891,64,pv,2026-01-01 09:21:06,70.54
3132,1891,64,pv,2026-01-01 09:21:33,45.01
4359,539,4,buy,2026-01-01 09:22:08,52.87
883,983,3,pv,2026-01-01 09:24:11,5.72
1167,2167,30,pv,2026-01-01 09:26:35,19.66
2548,1891,64,pv,2026-01-01 09:29:51,40.67
4252,1721,11,pv,2026-01-01 09:31:26,33.11
3350,1891,64,pv,2026-01-01 09:31:27,53.39
4586,1891,64,pv,2026-01-01 09:34:14,40.37
3472,1891,64,pv,2026-01-01 09:36:25,29.24
1437,1891,64,pv,2026-01-01 09:37:52,44.06
4721,1891,64,pv,2026-01-01 09:45:01,48.14
1692,1891,64,pv,2026-01-01 09:46:09,22.52
4817,1891,64,pv,2026-01-01 09:48:05,98.9
919,983,3,pv,2026-01-01 09:49:06,6.69
1853,1882,23,pv,2026-01-01 09:50:20,33.88
1551,1595,2,pv,2026-01-01 09:51:19,33.18
63,1720,65,fav,2026-01-01 09:52:10,32.7
1770,983,3,pv,2026-01-01 10:00:41,9.05
2666,2167,30,pv,2026-01-01 10:06:27,17.77
869,1891,64,fav,2026-01-01 10:15:55,29.4
441,1891,64,pv,2026-01-01 10:17:52,46.87
2042,1891,64,cart,2026-01-01 10:19:31,35.91
2617,1891,64,pv,2026-01-01 10:20:25,57.42
3014,1891,64,pv,2026-01-01 10:21:28,44.83
4982,1891,64,pv,2026-01-01 10:21:48,61.31
4941,1891,64,buy,2026-01-01 10:22:09,59.64
680,983,3,pv,2026-01-01 10:25:19,6.52
3881,1891,64,pv,2026-01-01 10:27:27,44.76
4185,1721,11,pv,2026-01-01 10:28:47,20.4
4437,1891,64,fav,2026-01-01 10:29:43,48.51
285,1891,64,pv,2026-01-01 10:34:42,38.53
233,1891,64,pv,2026-01-01 10:34:52,44.91
569,1756,30,pv,2026-01-01 10:35:25,32.79
3273,1891,64,pv,2026-01-01 10:37:48,48.17
2202,1891,64,buy,2026-01-01 10:46:25,44.34
2566,1891,64,pv,2026-01-01 10:50:29,73.2
1350,983,3,pv,2026-01-01 10:50:34,5.58
233,1891,64,cart,2026-01-01 10:50:52,44.91
3127,1891,64,pv,2026-01-01 10:52:00,45.36
883,983,3,cart,2026-01-01 10:52:11,5.72
2713,1891,64,pv,2026-01-01 10:55:30,90.92
4982,1891,64,fav,2026-01-01 10:57:48,61.31
221,1891,64,pv,2026-01-01 11:00:40,55.22
3472,1891,64,fav,2026-01-01 11:01:25,29.24
1254,333,26,pv,2026-01-01 11:03:07,16.36
4185,1721,11,cart,2026-01-01 11:04:47,20.4
266,1891,64,fav,2026-01-01 11:08:06,70.54
2025,1882,23,pv,2026-01-01 11:08:06,43.49
2765,2167,30,pv,2026-01-01 11:09:49,30.61
2540,1891,64,pv,2026-01-01 11:15:10,47.22
3426,1891,64,cart,2026-01-01 11:15:12,61.7
1293,1891,64,pv,2026-01-01 11:19:06,31.57
1699,2167,30,pv,2026-01-01 11:20:21,42.44
4766,983,3,pv,2026-01-01 11:20:40,6.83
4453,1882,23,pv,2026-01-01 11:21:04,51.55
4742,1891,64,pv,2026-01-01 11:23:40,41.29
4908,1891,64,pv,2026-01-01 11:26:19,59.98
3623,1891,64,pv,2026-01-01 11:26:57,44.59
2563,1891,64,pv,2026-01-01 11:29:31,49.77
1293,1891,64,cart,2026-01-01 11:30:06,31.57
1339,1891,64,pv,2026-01-01 11:35:06,43.79
3561,2167,30,pv,2026-01-01 11:36:21,19.82
940,1891,64,pv,2026-01-01 11:37:35,52.87
1939,983,3,fav,2026-01-01 11:38:44,9.38
3994,1891,64,pv,2026-01-01 11:39:19,46.87
1437,1891,64,fav,2026-01-01 11:39:52,44.06
2965,2167,30,pv,2026-01-01 11:39:55,19.07
2838,1891,64,pv,2026-01-01 11:42:17,79.08
189,1891,64,pv,2026-01-01 11:43:59,54.37
2556,983,3,pv,2026-01-01 11:44:50,9.27
2956,1891,64,pv,2026-01-01 11:54:00,59.22
3467,859,33,pv,2026-01-01 11:58:02,22.47
4003,310,66,pv,2026-01-01 12:00:11,8.73
3563,1891,64,pv,2026-01-01 12:02:15,34.28
3350,1891,64,cart,2026-01-01 12:04:27,53.39
3176,983,3,pv,2026-01-01 12:11:11,11.12
2659,1891,64,pv,2026-01-01 12:11:29,60.99
1369,1891,64,pv,2026-01-01 12:16:44,31.03
4453,1882,23,fav,2026-01-01 12:17:04,51.55
847,2167,30,pv,2026-01-01 12:18:03,16.94
3606,1891,64,pv,2026-01-01 12:19:12,61.98
3554,1882,23,pv,2026-01-01 12:22:06,43.39
2574,1891,64,pv,2026-01-01 12:23:03,29.24
2846,1891,64,pv,2026-01-01 12:23:18,48.04
1164,1891,64,pv,2026-01-01 12:23:27,66.28
3259,1891,64,pv,2026-01-01 12:25:01,35.64
2163,537,59,pv,2026-01-01 12:25:26,10.24
2713,1891,64,cart,2026-01-01 12:25:30,90.92
1853,1882,23,cart,2026-01-01 12:28:20,33.88
2977,1891,64,pv,2026-01-01 12:31:25,34.65
1210,983,3,pv,2026-01-01 12:31:48,14.22
1389,1891,64,pv,2026-01-01 12:31:57,40.67
345,1891,64,pv,2026-01-01 12:33:04,63.7
175,2167,30,pv,2026-01-01 12:33:36,15.91
2659,1891,64,cart,2026-01-01 12:34:29,60.99
2647,983,3,pv,2026-01-01 12:40:06,9.84
19,1891,64,pv,2026-01-01 12:41:37,65.88
1699,2167,30,fav,2026-01-01 12:42:21,42.44
905,1891,64,pv,2026-01-01 12:44:37,77.71
902,1891,64,pv,2026-01-01 12:49:53,44.95
1939,983,3,buy,2026-01-01 12:52:44,9.38
459,1891,64,pv,2026-01-01 12:52:48,51.09
285,1891,64,fav,2026-01-01 12:54:42,38.53
869,1891,64,cart,2026-01-01 12:57:55,29.4
1665,1891,64,pv,2026-01-01 12:59:17,24.93
2222,2315,55,pv,2026-01-01 13:04:56,43.85
1561,150,70,pv,2026-01-01 13:08:39,31.68
103,983,3,pv,2026-01-01 13:10:21,8.57
1369,1891,64,cart,2026-01-01 13:11:44,31.03
1216,1882,23,pv,2026-01-01 13:14:21,50.86
3416,2167,30,pv,2026-01-01 13:14:47,12.02
4081,1891,64,pv,2026-01-01 13:19:02,42.53
2000,310,66,pv,2026-01-01 13:19:11,14.61
4235,983,3,pv,2026-01-01 13:22:05,7.82
1011,1891,64,pv,2026-01-01 13:25:06,42.67
1001,1891,64,pv,2026-01-01 13:25:37,48.56
496,1891,64,pv,2026-01-01 13:25:54,35.6
1448,1891,64,pv,2026-01-01 13:31:33,41.03
1449,983,3,pv,2026-01-01 13:33:00,7.48
1543,1891,64,pv,2026-01-01 13:33:49,39.57
4953,1891,64,pv,2026-01-01 13:42:37,63.88
3488,1891,64,pv,2026-01-01 13:45:34,43.48
4167,1891,64,pv,2026-01-01 13:46:12,35.14
287,412,36,pv,2026-01-01 13:48:53,21.77
2531,1891,64,pv,2026-01-01 13:49:55,40.96
3072,1891,64,pv,2026-01-01 13:52:54,38.16
3176,983,3,fav,2026-01-01 13:53:11,11.12
4508,1882,23,pv,2026-01-01 13:56:16,24.45
2439,1882,23,pv,2026-01-01 13:57:06,43.86
3139,983,3,pv,2026-01-01 13:57:06,7.81
3416,2167,30,cart,2026-01-01 13:58:47,12.02
2245,1891,64,pv,2026-01-01 13:59:16,56.45
2854,2730,24,pv,2026-01-01 14:00:08,12.3
2675,537,59,pv,2026-01-01 14:10:13,9.66
2166,1882,23,pv,2026-01-01 14:14:14,28.28
2263,1891,64,pv,2026-01-01 14:15:42,30.55
2627,2167,30,pv,2026-01-01 14:22:38,17.43
1973,1891,64,pv,2026-01-01 14:24:39,25.33
2965,2167,30,cart,2026-01-01 14:24:55,19.07
1665,1891,64,cart,2026-01-01 14:25:17,24.93
3597,1891,64,pv,2026-01-01 14:33:40,73.91
254,1891,64,pv,2026-01-01 14:34:28,32.25
4167,1891,64,cart,2026-01-01 14:37:12,35.14
2245,1891,64,fav,2026-01-01 14:37:16,56.45
4953,1891,64,fav,2026-01-01 14:37:37,63.88
3381,1891,64,pv,2026-01-01 14:38:33,45.56
1164,1891,64,fav,2026-01-01 14:42:27,66.28
4662,1891,64,pv,2026-01-01 14:44:39,47.47
1973,1891,64,fav,2026-01-01 14:45:39,25.33
3611,1891,64,pv,2026-01-01 14:46:17,28.5
3233,1891,64,pv,2026-01-01 14:50:29,50.13
4300,1891,64,pv,2026-01-01 14:50:34,43.07
3597,1891,64,cart,2026-01-01 14:54:40,73.91
2140,1891,64,pv,2026-01-01 14:58:56,86.79
4937,1891,64,pv,2026-01-01 15:01:37,33.99
446,1891,64,pv,2026-01-01 15:02:18,41.74
3339,983,3,pv,2026-01-01 15:05:18,12.45
969,983,3,pv,2026-01-01 15:06:34,15.84
796,983,3,pv,2026-01-01 15:09:24,10.12
1813,1891,64,pv,2026-01-01 15:09:53,46.31
2663,1891,64,pv,2026-01-01 15:10:22,126.64
2140,1891,64,fav,2026-01-01 15:13:56,86.79
1163,1891,64,pv,2026-01-01 15:20:42,35.65
1382,1891,64,pv,2026-01-01 15:20:54,34.57
4208,1891,64,pv,2026-01-01 15:21:08,62.57
1308,1891,64,pv,2026-01-01 15:21:11,38.4
285,2167,30,pv,2026-01-01 15:31:00,33.88
383,1408,16,pv,2026-01-01 15:31:29,70.13
1002,1891,64,pv,2026-01-01 15:32:04,45.53
4926,1891,64,pv,2026-01-01 15:32:07,45.43
2627,2167,30,fav,2026-01-01 15:32:38,17.43
19,1891,64,fav,2026-01-01 15:40:37,65.88
2869,983,3,pv,2026-01-01 15:40:42,14.07
1813,1891,64,cart,2026-01-01 15:42:53,46.31
459,1891,64,cart,2026-01-01 15:43:48,51.09
4999,1891,64,pv,2026-01-01 15:43:56,49.92
2527,1891,64,pv,2026-01-01 15:44:16,65.25
1448,1891,64,fav,2026-01-01 15:46:33,41.03
1103,1891,64,pv,2026-01-01 15:48:33,33.19
3352,983,3,pv,2026-01-01 15:48:47,7.22
4394,1891,64,pv,2026-01-01 15:52:20,25.92
4547,1891,64,pv,2026-01-01 15:52:29,28.18
969,983,3,fav,2026-01-01 15:56:34,15.84
2000,310,66,fav,2026-01-01 16:04:11,14.61
4097,616,77,pv,2026-01-01 16:05:20,30.45
3810,1891,64,pv,2026-01-01 16:07:04,61.85
1449,983,3,cart,2026-01-01 16:08:00,7.48
4394,1891,64,cart,2026-01-01 16:11:20,25.92
3810,1891,64,fav,2026-01-01 16:12:04,61.85
2887,1891,64,pv,2026-01-01 16:13:02,57.43
1103,1891,64,cart,2026-01-01 16:17:33,33.19
4071,1251,16,pv,2026-01-01 16:21:14,45.41
492,1891,64,pv,2026-01-01 16:22:05,42.04
1333,1891,64,pv,2026-01-01 16:31:42,75.04
1096,1891,64,pv,2026-01-01 16:33:12,56.35
4674,1891,64,pv,2026-01-01 16:36:55,47.41
1960,1891,64,pv,2026-01-01 16:40:02,56.07
2030,1891,64,pv,2026-01-01 16:42:24,63.35
4401,1891,64,pv,2026-01-01 16:42:38,36.44
1577,1891,64,pv,2026-01-01 16:45:04,53.31
1454,1891,64,pv,2026-01-01 16:45:37,62.43
3365,1891,64,pv,2026-01-01 16:46:15,53.04
4952,1289,75,pv,2026-01-01 16:49:54,38.39
1308,1891,64,fav,2026-01-01 16:54:11,38.4
115,2632,56,pv,2026-01-01 16:54:35,37.74
2118,310,66,pv,2026-01-01 16:59:36,10.89
1889,1891,64,pv,2026-01-01 17:03:02,57.35
2024,1891,64,pv,2026-01-01 17:08:21,53.96
4662,1891,64,cart,2026-01-01 17:11:39,47.47
1253,983,3,pv,2026-01-01 17:12:00,12.41
3199,1534,64,pv,2026-01-01 17:12:38,52.66
2140,983,3,pv,2026-01-01 17:13:30,9.35
4441,1891,64,pv,2026-01-01 17:16:12,39.08
979,1891,64,pv,2026-01-01 17:17:12,47.24
3603,1891,64,pv,2026-01-01 17:19:13,57.25
2887,1891,64,cart,2026-01-01 17:21:02,57.43
120,1891,64,pv,2026-01-01 17:23:22,40.3
505,1891,64,pv,2026-01-01 17:30:36,65.36
2188,1891,64,pv,2026-01-01 17:34:52,31.37
4674,1891,64,fav,2026-01-01 17:34:55,47.41
1977,1891,64,pv,2026-01-01 17:34:55,39.22
2024,1891,64,cart,2026-01-01 17:35:21,53.96
884,1891,64,pv,2026-01-01 17:35:54,62.12
4394,1891,64,pv,2026-01-01 17:38:03,34.08
1926,1891,64,pv,2026-01-01 17:38:33,49.65
115,2632,56,cart,2026-01-01 17:39:35,37.74
3810,1891,64,cart,2026-01-01 17:41:04,61.85
2030,1891,64,cart,2026-01-01 17:43:24,63.35
1926,1891,64,cart,2026-01-01 17:44:33,49.65
2617,1891,64,buy,2026-01-01 17:45:25,57.42
2427,2167,30,pv,2026-01-01 17:45:31,14.86
505,1891,64,fav,2026-01-01 17:47:36,65.36
3557,2167,30,pv,2026-01-01 17:50:01,39.02
3349,1891,64,pv,2026-01-01 17:50:13,36.35
1889,1891,64,cart,2026-01-01 17:52:02,57.35
3603,1891,64,fav,2026-01-01 17:52:13,57.25
4005,1891,64,pv,2026-01-01 17:55:07,44.97
2663,1891,64,buy,2026-01-01 17:57:22,126.64
686,1891,64,pv,2026-01-01 17:59:40,68.51
603,1891,64,pv,2026-01-01 18:03:12,70.43
3833,1891,64,pv,2026-01-01 18:03:15,55.01
3786,1891,64,pv,2026-01-01 18:04:20,77.85
2047,1891,64,pv,2026-01-01 18:04:33,29.81
700,2167,30,pv,2026-01-01 18:04:33,31.67
1771,1891,64,pv,2026-01-01 18:04:36,67.24
1358,1891,64,pv,2026-01-01 18:05:35,59.2
4389,983,3,pv,2026-01-01 18:08:06,6.97
1606,983,3,pv,2026-01-01 18:11:34,10.01
2807,1891,64,pv,2026-01-01 18:13:02,40.55
3336,1891,64,pv,2026-01-01 18:13:13,25.0
4021,1891,64,pv,2026-01-01 18:14:19,74.77
721,1891,64,pv,2026-01-01 18:19:01,33.8
1525,1891,64,pv,2026-01-01 18:19:43,57.2
1449,983,3,buy,2026-01-01 18:20:00,7.48
555,1891,64,pv,2026-01-01 18:21:56,46.07
3603,1891,64,cart,2026-01-01 18:22:13,57.25
3786,1891,64,cart,2026-01-01 18:25:20,77.85
2140,983,3,fav,2026-01-01 18:32:30,9.35
3356,1891,64,pv,2026-01-01 18:33:06,45.18
4260,688,57,pv,2026-01-01 18:33:09,22.25
4021,1891,64,cart,2026-01-01 18:33:19,74.77
589,983,3,pv,2026-01-01 18:33:59,7.26
1777,803,9,pv,2026-01-01 18:41:07,45.22
536,1891,64,pv,2026-01-01 18:41:30,48.59
2002,1891,64,pv,2026-01-01 18:43:41,34.59
4643,1891,64,pv,2026-01-01 18:45:41,53.57
2337,688,57,pv,2026-01-01 18:48:14,23.51
4450,983,3,pv,2026-01-01 18:51:30,6.67
3513,1891,64,pv,2026-01-01 18:51:51,39.67
4038,983,3,pv,2026-01-01 18:53:11,10.5
2372,1891,64,pv,2026-01-01 18:56:07,40.74
785,1891,64,pv,2026-01-01 19:00:34,40.1
3575,1891,64,pv,2026-01-01 19:03:49,50.47
1446,1891,64,pv,2026-01-01 19:04:20,43.04
2714,1891,64,pv,2026-01-01 19:07:07,47.37
3365,1891,64,cart,2026-01-01 19:08:15,53.04
1801,1891,64,pv,2026-01-01 19:08:15,37.11
983,983,3,pv,2026-01-01 19:09:15,14.23
353,1935,8,pv,2026-01-01 19:09:54,21.49
1257,688,57,pv,2026-01-01 19:09:56,26.24
1257,688,57,fav,2026-01-01 19:12:56,26.24
3663,1891,64,pv,2026-01-01 19:14:37,45.88
1454,1891,64,fav,2026-01-01 19:14:37,62.43
476,1891,64,pv,2026-01-01 19:15:34,40.0
353,1935,8,cart,2026-01-01 19:15:54,21.49
1676,1891,64,pv,2026-01-01 19:20:55,36.54
4738,1891,64,pv,2026-01-01 19:22:07,78.53
663,983,3,pv,2026-01-01 19:22:15,6.03
4837,1891,64,pv,2026-01-01 19:24:01,36.71
1102,1891,64,pv,2026-01-01 19:24:19,43.2
4929,2167,30,pv,2026-01-01 19:24:21,28.3
476,1891,64,fav,2026-01-01 19:24:34,40.0
743,1891,64,pv,2026-01-01 19:24:57,39.66
1446,1891,64,cart,2026-01-01 19:25:20,43.04
4181,1891,64,pv,2026-01-01 19:25:51,46.79
2322,1891,64,pv,2026-01-01 19:29:53,65.89
2909,1891,64,pv,2026-01-01 19:30:43,25.86
1413,1891,64,pv,2026-01-01 19:31:23,41.93
4905,1534,64,pv,2026-01-01 19:33:46,40.51
3712,1891,64,pv,2026-01-01 19:35:21,37.78
4341,1891,64,pv,2026-01-01 19:35:28,36.65
4643,1891,64,fav,2026-01-01 19:35:41,53.57
1525,1891,64,cart,2026-01-01 19:36:43,57.2
2047,1891,64,cart,2026-01-01 19:37:33,29.81
4453,1882,23,buy,2026-01-01 19:38:04,51.55
2364,160,15,pv,2026-01-01 19:39:07,31.59
3439,1891,64,pv,2026-01-01 19:39:22,60.84
551,1891,64,pv,2026-01-01 19:40:29,48.93
3261,983,3,pv,2026-01-01 19:41:24,7.19
536,1891,64,fav,2026-01-01 19:42:30,48.59
1801,1891,64,fav,2026-01-01 19:43:15,37.11
2065,1891,64,pv,2026-01-01 19:44:40,46.6
450,1891,64,pv,2026-01-01 19:45:24,90.91
691,1891,64,pv,2026-01-01 19:45:26,64.14
115,2632,56,fav,2026-01-01 19:47:35,37.74
1676,1891,64,cart,2026-01-01 19:47:55,36.54
1962,1891,64,pv,2026-01-01 19:48:02,55.08
3132,1891,64,buy,2026-01-01 19:50:33,45.01
2865,489,8,pv,2026-01-01 19:50:46,39.99
525,983,3,pv,2026-01-01 19:53:04,11.57
959,1891,64,pv,2026-01-01 19:53:54,33.41
2096,1891,64,pv,2026-01-01 19:56:50,46.5
876,1891,64,pv,2026-01-01 19:56:51,32.93
1823,1891,64,pv,2026-01-01 19:56:57,51.95
1525,1891,64,pv,2026-01-01 19:59:37,57.67
2995,1891,64,pv,2026-01-01 20:00:31,52.17
97,983,3,pv,2026-01-01 20:01:02,9.53
13,983,3,pv,2026-01-01 20:01:33,5.26
4394,1891,64,cart,2026-01-01 20:06:03,34.08
1944,1882,23,pv,2026-01-01 20:06:42,53.61
931,983,3,pv,2026-01-01 20:07:02,9.93
3159,692,44,pv,2026-01-01 20:07:47,9.87
4837,1891,64,fav,2026-01-01 20:08:01,36.71
3674,2486,43,pv,2026-01-01 20:09:37,12.94
4995,1891,64,pv,2026-01-01 20:12:19,59.42
486,1891,64,pv,2026-01-01 20:13:23,82.33
1771,1891,64,fav,2026-01-01 20:14:36,67.24
2807,1891,64,fav,2026-01-01 20:17:02,40.55
2357,1891,64,pv,2026-01-01 20:20:13,37.98
1568,1891,64,pv,2026-01-01 20:21:23,48.75
1578,1891,64,pv,2026-01-01 20:21:56,29.3
962,688,57,pv,2026-01-01 20:25:18,37.11
884,1891,64,cart,2026-01-01 20:26:54,62.12
4080,1891,64,pv,2026-01-01 20:28:47,63.57
3054,1891,64,pv,2026-01-01 20:30:23,54.22
4909,1891,64,pv,2026-01-01 20:30:50,38.87
4181,1891,64,cart,2026-01-01 20:30:51,46.79
4556,1891,64,pv,2026-01-01 20:31:04,37.83
4763,1891,64,pv,2026-01-01 20:31:32,62.6
2238,983,3,pv,2026-01-01 20:32:52,15.81
2322,1891,64,cart,2026-01-01 20:32:53,65.89
936,1891,64,pv,2026-01-01 20:32:55,44.47
134,1270,69,pv,2026-01-01 20:33:05,12.2
4668,1891,64,pv,2026-01-01 20:37:11,33.94
2865,1891,64,pv,2026-01-01 20:38:23,75.8
523,1891,64,pv,2026-01-01 20:38:44,51.17
3993,2195,27,pv,2026-01-01 20:39:49,19.22
2929,2167,30,pv,2026-01-01 20:40:04,25.01
1771,1891,64,cart,2026-01-01 20:40:36,67.24
4021,1891,64,fav,2026-01-01 20:41:19,74.77
2191,310,66,pv,2026-01-01 20:42:18,13.47
4836,1891,64,pv,2026-01-01 20:43:27,29.8
3256,2167,30,pv,2026-01-01 20:46:13,23.03
4548,1891,64,pv,2026-01-01 20:46:36,44.2
3625,1891,64,pv,2026-01-01 20:47:00,55.98
134,1270,69,cart,2026-01-01 20:48:05,12.2
2698,1891,64,pv,2026-01-01 20:48:10,53.35
418,1891,64,pv,2026-01-01 20:48:49,60.8
2013,1891,64,pv,2026-01-01 20:49:14,37.18
2319,1891,64,pv,2026-01-01 20:49:25,38.24
555,1891,64,cart,2026-01-01 20:50:56,46.07
2145,1891,64,pv,2026-01-01 20:52:09,115.28
606,1891,64,pv,2026-01-01 20:54:25,51.85
3129,1891,64,pv,2026-01-01 20:54:37,32.33
97,983,3,cart,2026-01-01 20:56:02,9.53
3231,1891,64,pv,2026-01-01 20:56:03,73.14
3054,1891,64,cart,2026-01-01 20:56:23,54.22
2738,1891,64,pv,2026-01-01 20:56:43,53.29
5000,1891,64,pv,2026-01-01 20:57:05,74.6
669,500,20,pv,2026-01-01 20:58:44,40.72
2525,1891,64,pv,2026-01-01 20:59:53,51.86
3676,1891,64,pv,2026-01-01 21:01:34,58.08
436,2558,29,pv,2026-01-01 21:03:19,5.0
3575,1891,64,cart,2026-01-01 21:05:49,50.47
2929,2167,30,fav,2026-01-01 21:10:04,25.01
4385,310,66,pv,2026-01-01 21:12:12,12.44
1843,1891,64,pv,2026-01-01 21:12:56,38.31
4855,1891,64,pv,2026-01-01 21:15:50,32.07
2140,983,3,cart,2026-01-01 21:19:30,9.35
275,983,3,pv,2026-01-01 21:19:36,6.05
760,1891,64,pv,2026-01-01 21:21:40,40.98
350,1891,64,pv,2026-01-01 21:22:53,40.3
317,1891,64,pv,2026-01-01 21:23:06,44.74
4830,1891,64,pv,2026-01-01 21:25:44,54.99
3949,1891,64,pv,2026-01-01 21:29:23,50.88
785,1891,64,fav,2026-01-01 21:29:34,40.1
1606,983,3,buy,2026-01-01 21:32:34,10.01
3159,692,44,cart,2026-01-01 21:32:47,9.87
4460,1891,64,pv,2026-01-01 21:34:26,45.1
4905,1534,64,fav,2026-01-01 21:38:46,40.51
1552,1891,64,pv,2026-01-01 21:39:04,71.97
4866,1891,64,pv,2026-01-01 21:40:32,47.55
1469,1891,64,pv,2026-01-01 21:40:40,53.71
1821,1891,64,pv,2026-01-01 21:41:58,48.08
205,310,66,pv,2026-01-01 21:42:32,8.36
2140,983,3,buy,2026-01-01 21:48:30,9.35
876,1891,64,fav,2026-01-01 21:48:51,32.93
2995,1891,64,cart,2026-01-01 21:49:31,52.17
4991,983,3,pv,2026-01-01 21:50:18,10.26
1066,1891,64,pv,2026-01-01 21:52:47,32.15
931,983,3,cart,2026-01-01 21:53:02,9.93
486,1891,64,fav,2026-01-01 21:53:23,82.33
352,983,3,pv,2026-01-01 21:53:29,6.4
4028,1891,64,pv,2026-01-01 21:55:56,46.29
2328,1891,64,pv,2026-01-01 21:57:12,48.56
3993,1891,64,pv,2026-01-01 21:59:10,48.67
4947,310,66,pv,2026-01-01 22:04:44,17.76
936,1891,64,cart,2026-01-01 22:04:55,44.47
2909,1891,64,fav,2026-01-01 22:07:43,25.86
4156,1891,64,pv,2026-01-01 22:09:07,40.68
273,1891,64,pv,2026-01-01 22:09:28,36.82
1689,1891,64,pv,2026-01-01 22:13:15,39.72
1823,1891,64,fav,2026-01-01 22:13:57,51.95
1073,588,68,pv,2026-01-01 22:18:07,7.96
1936,1891,64,pv,2026-01-01 22:18:28,65.33
3824,1156,22,pv,2026-01-01 22:19:26,40.09
3712,1891,64,fav,2026-01-01 22:20:21,37.78
3625,1891,64,fav,2026-01-01 22:21:00,55.98
2096,1891,64,cart,2026-01-01 22:21:50,46.5
5000,1891,64,cart,2026-01-01 22:24:05,74.6
1762,1891,64,pv,2026-01-01 22:25:11,72.67
4847,1891,64,pv,2026-01-01 22:25:22,51.85
299,1891,64,pv,2026-01-01 22:32:53,39.53
2906,1891,64,pv,2026-01-01 22:36:01,68.77
2191,310,66,cart,2026-01-01 22:36:18,13.47
2865,489,8,cart,2026-01-01 22:36:46,39.99
1077,1534,64,pv,2026-01-01 22:42:05,107.7
4836,1891,64,fav,2026-01-01 22:48:27,29.8
3280,983,3,pv,2026-01-01 22:49:12,9.06
418,1891,64,pv,2026-01-01 22:49:54,75.8
2724,1891,64,pv,2026-01-01 22:50:42,69.94
13,983,3,cart,2026-01-01 22:52:33,5.26
418,1891,64,cart,2026-01-01 22:52:54,75.8
3184,1882,23,pv,2026-01-01 22:56:32,21.96
692,1891,64,pv,2026-01-01 23:08:05,56.35
1209,1891,64,pv,2026-01-01 23:15:25,36.91
3824,1156,22,fav,2026-01-01 23:16:26,40.09
418,1891,64,cart,2026-01-01 23:17:49,60.8
3676,1891,64,fav,2026-01-01 23:19:34,58.08
525,1891,64,pv,2026-01-01 23:43:11,31.84
1119,1212,69,pv,2026-01-01 23:44:41,14.76
2447,1891,64,pv,2026-01-01 23:50:44,36.27
4939,983,3,pv,2026-01-01 23:55:43,6.52
793,1891,64,pv,2026-01-02 00:07:31,61.95
